State,SchoolDistrict,School,Grade,Course,Section,StudentID,StudentStateID,StudentFirstName,StudentLastName,TeacherID,TeacherFirstName,TeacherLastName,TeacherEmail,StudentGender,StudentBirthDate,StudentRace,MealStatus,EnglishProficiency,NativeLanguage,ServiceCode,PrimaryDisabilityType,IEPReading,IEPMath,IEPBehavior,GiftedAndTalented,Section504,Mobility
MN,DistrictName,SchoolName,1543,05Course,S1539,707331,S707331,Janey,Jones,18739,Jack,White,jack@district.com,F,11/2/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1544,05Course,S1540,707332,S707332,Janey,Jones,18740,Jack,White,jack@district.com,F,11/3/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1545,05Course,S1541,707333,S707333,Janey,Jones,18741,Jack,White,jack@district.com,F,11/4/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1546,05Course,S1542,707334,S707334,Janey,Jones,18742,Jack,White,jack@district.com,F,11/5/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1547,05Course,S1543,707335,S707335,Janey,Jones,18743,Jack,White,jack@district.com,F,11/6/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1548,05Course,S1544,707336,S707336,Janey,Jones,18744,Jack,White,jack@district.com,F,11/7/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1549,05Course,S1545,707337,S707337,Janey,Jones,18745,Jack,White,jack@district.com,F,11/8/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1550,05Course,S1546,707338,S707338,Janey,Jones,18746,Jack,White,jack@district.com,F,11/9/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1551,05Course,S1547,707339,S707339,Janey,Jones,18747,Jack,White,jack@district.com,F,11/10/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1552,05Course,S1548,707340,S707340,Janey,Jones,18748,Jack,White,jack@district.com,F,11/11/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1553,05Course,S1549,707341,S707341,Janey,Jones,18749,Jack,White,jack@district.com,F,11/12/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1554,05Course,S1550,707342,S707342,Janey,Jones,18750,Jack,White,jack@district.com,F,11/13/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1555,05Course,S1551,707343,S707343,Janey,Jones,18751,Jack,White,jack@district.com,F,11/14/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1556,05Course,S1552,707344,S707344,Janey,Jones,18752,Jack,White,jack@district.com,F,11/15/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1557,05Course,S1553,707345,S707345,Janey,Jones,18753,Jack,White,jack@district.com,F,11/16/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1558,05Course,S1554,707346,S707346,Janey,Jones,18754,Jack,White,jack@district.com,F,11/17/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1559,05Course,S1555,707347,S707347,Janey,Jones,18755,Jack,White,jack@district.com,F,11/18/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1560,05Course,S1556,707348,S707348,Janey,Jones,18756,Jack,White,jack@district.com,F,11/19/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1561,05Course,S1557,707349,S707349,Janey,Jones,18757,Jack,White,jack@district.com,F,11/20/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1562,05Course,S1558,707350,S707350,Janey,Jones,18758,Jack,White,jack@district.com,F,11/21/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1563,05Course,S1559,707351,S707351,Janey,Jones,18759,Jack,White,jack@district.com,F,11/22/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1564,05Course,S1560,707352,S707352,Janey,Jones,18760,Jack,White,jack@district.com,F,11/23/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1565,05Course,S1561,707353,S707353,Janey,Jones,18761,Jack,White,jack@district.com,F,11/24/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1566,05Course,S1562,707354,S707354,Janey,Jones,18762,Jack,White,jack@district.com,F,11/25/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1567,05Course,S1563,707355,S707355,Janey,Jones,18763,Jack,White,jack@district.com,F,11/26/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1568,05Course,S1564,707356,S707356,Janey,Jones,18764,Jack,White,jack@district.com,F,11/27/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1569,05Course,S1565,707357,S707357,Janey,Jones,18765,Jack,White,jack@district.com,F,11/28/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1570,05Course,S1566,707358,S707358,Janey,Jones,18766,Jack,White,jack@district.com,F,11/29/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1571,05Course,S1567,707359,S707359,Janey,Jones,18767,Jack,White,jack@district.com,F,11/30/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1572,05Course,S1568,707360,S707360,Janey,Jones,18768,Jack,White,jack@district.com,F,12/1/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1573,05Course,S1569,707361,S707361,Janey,Jones,18769,Jack,White,jack@district.com,F,12/2/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1574,05Course,S1570,707362,S707362,Janey,Jones,18770,Jack,White,jack@district.com,F,12/3/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1575,05Course,S1571,707363,S707363,Janey,Jones,18771,Jack,White,jack@district.com,F,12/4/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1576,05Course,S1572,707364,S707364,Janey,Jones,18772,Jack,White,jack@district.com,F,12/5/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1577,05Course,S1573,707365,S707365,Janey,Jones,18773,Jack,White,jack@district.com,F,12/6/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1578,05Course,S1574,707366,S707366,Janey,Jones,18774,Jack,White,jack@district.com,F,12/7/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1579,05Course,S1575,707367,S707367,Janey,Jones,18775,Jack,White,jack@district.com,F,12/8/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1580,05Course,S1576,707368,S707368,Janey,Jones,18776,Jack,White,jack@district.com,F,12/9/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1581,05Course,S1577,707369,S707369,Janey,Jones,18777,Jack,White,jack@district.com,F,12/10/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1582,05Course,S1578,707370,S707370,Janey,Jones,18778,Jack,White,jack@district.com,F,12/11/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1583,05Course,S1579,707371,S707371,Janey,Jones,18779,Jack,White,jack@district.com,F,12/12/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1584,05Course,S1580,707372,S707372,Janey,Jones,18780,Jack,White,jack@district.com,F,12/13/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1585,05Course,S1581,707373,S707373,Janey,Jones,18781,Jack,White,jack@district.com,F,12/14/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1586,05Course,S1582,707374,S707374,Janey,Jones,18782,Jack,White,jack@district.com,F,12/15/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1587,05Course,S1583,707375,S707375,Janey,Jones,18783,Jack,White,jack@district.com,F,12/16/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1588,05Course,S1584,707376,S707376,Janey,Jones,18784,Jack,White,jack@district.com,F,12/17/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1589,05Course,S1585,707377,S707377,Janey,Jones,18785,Jack,White,jack@district.com,F,12/18/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1590,05Course,S1586,707378,S707378,Janey,Jones,18786,Jack,White,jack@district.com,F,12/19/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1591,05Course,S1587,707379,S707379,Janey,Jones,18787,Jack,White,jack@district.com,F,12/20/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1592,05Course,S1588,707380,S707380,Janey,Jones,18788,Jack,White,jack@district.com,F,12/21/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1593,05Course,S1589,707381,S707381,Janey,Jones,18789,Jack,White,jack@district.com,F,12/22/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1594,05Course,S1590,707382,S707382,Janey,Jones,18790,Jack,White,jack@district.com,F,12/23/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1595,05Course,S1591,707383,S707383,Janey,Jones,18791,Jack,White,jack@district.com,F,12/24/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1596,05Course,S1592,707384,S707384,Janey,Jones,18792,Jack,White,jack@district.com,F,12/25/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1597,05Course,S1593,707385,S707385,Janey,Jones,18793,Jack,White,jack@district.com,F,12/26/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1598,05Course,S1594,707386,S707386,Janey,Jones,18794,Jack,White,jack@district.com,F,12/27/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1599,05Course,S1595,707387,S707387,Janey,Jones,18795,Jack,White,jack@district.com,F,12/28/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1600,05Course,S1596,707388,S707388,Janey,Jones,18796,Jack,White,jack@district.com,F,12/29/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1601,05Course,S1597,707389,S707389,Janey,Jones,18797,Jack,White,jack@district.com,F,12/30/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1602,05Course,S1598,707390,S707390,Janey,Jones,18798,Jack,White,jack@district.com,F,12/31/2008,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1603,05Course,S1599,707391,S707391,Janey,Jones,18799,Jack,White,jack@district.com,F,1/1/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1604,05Course,S1600,707392,S707392,Janey,Jones,18800,Jack,White,jack@district.com,F,1/2/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1605,05Course,S1601,707393,S707393,Janey,Jones,18801,Jack,White,jack@district.com,F,1/3/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1606,05Course,S1602,707394,S707394,Janey,Jones,18802,Jack,White,jack@district.com,F,1/4/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1607,05Course,S1603,707395,S707395,Janey,Jones,18803,Jack,White,jack@district.com,F,1/5/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1608,05Course,S1604,707396,S707396,Janey,Jones,18804,Jack,White,jack@district.com,F,1/6/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1609,05Course,S1605,707397,S707397,Janey,Jones,18805,Jack,White,jack@district.com,F,1/7/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1610,05Course,S1606,707398,S707398,Janey,Jones,18806,Jack,White,jack@district.com,F,1/8/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1611,05Course,S1607,707399,S707399,Janey,Jones,18807,Jack,White,jack@district.com,F,1/9/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1612,05Course,S1608,707400,S707400,Janey,Jones,18808,Jack,White,jack@district.com,F,1/10/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1613,05Course,S1609,707401,S707401,Janey,Jones,18809,Jack,White,jack@district.com,F,1/11/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1614,05Course,S1610,707402,S707402,Janey,Jones,18810,Jack,White,jack@district.com,F,1/12/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1615,05Course,S1611,707403,S707403,Janey,Jones,18811,Jack,White,jack@district.com,F,1/13/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1616,05Course,S1612,707404,S707404,Janey,Jones,18812,Jack,White,jack@district.com,F,1/14/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1617,05Course,S1613,707405,S707405,Janey,Jones,18813,Jack,White,jack@district.com,F,1/15/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1618,05Course,S1614,707406,S707406,Janey,Jones,18814,Jack,White,jack@district.com,F,1/16/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1619,05Course,S1615,707407,S707407,Janey,Jones,18815,Jack,White,jack@district.com,F,1/17/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1620,05Course,S1616,707408,S707408,Janey,Jones,18816,Jack,White,jack@district.com,F,1/18/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1621,05Course,S1617,707409,S707409,Janey,Jones,18817,Jack,White,jack@district.com,F,1/19/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1622,05Course,S1618,707410,S707410,Janey,Jones,18818,Jack,White,jack@district.com,F,1/20/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1623,05Course,S1619,707411,S707411,Janey,Jones,18819,Jack,White,jack@district.com,F,1/21/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1624,05Course,S1620,707412,S707412,Janey,Jones,18820,Jack,White,jack@district.com,F,1/22/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1625,05Course,S1621,707413,S707413,Janey,Jones,18821,Jack,White,jack@district.com,F,1/23/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1626,05Course,S1622,707414,S707414,Janey,Jones,18822,Jack,White,jack@district.com,F,1/24/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1627,05Course,S1623,707415,S707415,Janey,Jones,18823,Jack,White,jack@district.com,F,1/25/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1628,05Course,S1624,707416,S707416,Janey,Jones,18824,Jack,White,jack@district.com,F,1/26/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1629,05Course,S1625,707417,S707417,Janey,Jones,18825,Jack,White,jack@district.com,F,1/27/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1630,05Course,S1626,707418,S707418,Janey,Jones,18826,Jack,White,jack@district.com,F,1/28/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1631,05Course,S1627,707419,S707419,Janey,Jones,18827,Jack,White,jack@district.com,F,1/29/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1632,05Course,S1628,707420,S707420,Janey,Jones,18828,Jack,White,jack@district.com,F,1/30/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1633,05Course,S1629,707421,S707421,Janey,Jones,18829,Jack,White,jack@district.com,F,1/31/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1634,05Course,S1630,707422,S707422,Janey,Jones,18830,Jack,White,jack@district.com,F,2/1/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1635,05Course,S1631,707423,S707423,Janey,Jones,18831,Jack,White,jack@district.com,F,2/2/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1636,05Course,S1632,707424,S707424,Janey,Jones,18832,Jack,White,jack@district.com,F,2/3/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1637,05Course,S1633,707425,S707425,Janey,Jones,18833,Jack,White,jack@district.com,F,2/4/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1638,05Course,S1634,707426,S707426,Janey,Jones,18834,Jack,White,jack@district.com,F,2/5/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1639,05Course,S1635,707427,S707427,Janey,Jones,18835,Jack,White,jack@district.com,F,2/6/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1640,05Course,S1636,707428,S707428,Janey,Jones,18836,Jack,White,jack@district.com,F,2/7/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1641,05Course,S1637,707429,S707429,Janey,Jones,18837,Jack,White,jack@district.com,F,2/8/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1642,05Course,S1638,707430,S707430,Janey,Jones,18838,Jack,White,jack@district.com,F,2/9/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1643,05Course,S1639,707431,S707431,Janey,Jones,18839,Jack,White,jack@district.com,F,2/10/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1644,05Course,S1640,707432,S707432,Janey,Jones,18840,Jack,White,jack@district.com,F,2/11/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1645,05Course,S1641,707433,S707433,Janey,Jones,18841,Jack,White,jack@district.com,F,2/12/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1646,05Course,S1642,707434,S707434,Janey,Jones,18842,Jack,White,jack@district.com,F,2/13/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1647,05Course,S1643,707435,S707435,Janey,Jones,18843,Jack,White,jack@district.com,F,2/14/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1648,05Course,S1644,707436,S707436,Janey,Jones,18844,Jack,White,jack@district.com,F,2/15/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1649,05Course,S1645,707437,S707437,Janey,Jones,18845,Jack,White,jack@district.com,F,2/16/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1650,05Course,S1646,707438,S707438,Janey,Jones,18846,Jack,White,jack@district.com,F,2/17/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1651,05Course,S1647,707439,S707439,Janey,Jones,18847,Jack,White,jack@district.com,F,2/18/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1652,05Course,S1648,707440,S707440,Janey,Jones,18848,Jack,White,jack@district.com,F,2/19/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1653,05Course,S1649,707441,S707441,Janey,Jones,18849,Jack,White,jack@district.com,F,2/20/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1654,05Course,S1650,707442,S707442,Janey,Jones,18850,Jack,White,jack@district.com,F,2/21/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1655,05Course,S1651,707443,S707443,Janey,Jones,18851,Jack,White,jack@district.com,F,2/22/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1656,05Course,S1652,707444,S707444,Janey,Jones,18852,Jack,White,jack@district.com,F,2/23/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1657,05Course,S1653,707445,S707445,Janey,Jones,18853,Jack,White,jack@district.com,F,2/24/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1658,05Course,S1654,707446,S707446,Janey,Jones,18854,Jack,White,jack@district.com,F,2/25/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1659,05Course,S1655,707447,S707447,Janey,Jones,18855,Jack,White,jack@district.com,F,2/26/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1660,05Course,S1656,707448,S707448,Janey,Jones,18856,Jack,White,jack@district.com,F,2/27/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1661,05Course,S1657,707449,S707449,Janey,Jones,18857,Jack,White,jack@district.com,F,2/28/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1662,05Course,S1658,707450,S707450,Janey,Jones,18858,Jack,White,jack@district.com,F,3/1/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1663,05Course,S1659,707451,S707451,Janey,Jones,18859,Jack,White,jack@district.com,F,3/2/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1664,05Course,S1660,707452,S707452,Janey,Jones,18860,Jack,White,jack@district.com,F,3/3/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1665,05Course,S1661,707453,S707453,Janey,Jones,18861,Jack,White,jack@district.com,F,3/4/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1666,05Course,S1662,707454,S707454,Janey,Jones,18862,Jack,White,jack@district.com,F,3/5/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1667,05Course,S1663,707455,S707455,Janey,Jones,18863,Jack,White,jack@district.com,F,3/6/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1668,05Course,S1664,707456,S707456,Janey,Jones,18864,Jack,White,jack@district.com,F,3/7/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1669,05Course,S1665,707457,S707457,Janey,Jones,18865,Jack,White,jack@district.com,F,3/8/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1670,05Course,S1666,707458,S707458,Janey,Jones,18866,Jack,White,jack@district.com,F,3/9/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1671,05Course,S1667,707459,S707459,Janey,Jones,18867,Jack,White,jack@district.com,F,3/10/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1672,05Course,S1668,707460,S707460,Janey,Jones,18868,Jack,White,jack@district.com,F,3/11/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1673,05Course,S1669,707461,S707461,Janey,Jones,18869,Jack,White,jack@district.com,F,3/12/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1674,05Course,S1670,707462,S707462,Janey,Jones,18870,Jack,White,jack@district.com,F,3/13/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1675,05Course,S1671,707463,S707463,Janey,Jones,18871,Jack,White,jack@district.com,F,3/14/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1676,05Course,S1672,707464,S707464,Janey,Jones,18872,Jack,White,jack@district.com,F,3/15/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
MN,DistrictName,SchoolName,1677,05Course,S1673,707465,S707465,Janey,Jones,18873,Jack,White,jack@district.com,F,3/16/2009,AS,FL,ES,eng,SE,AA,Y,Y,Y,Y,Y,Y
